D:/GIT/Code_Database/Multi_Python/stc_1000mb/stc_1000mb-0001-generatorportresults.csv for periodic results

================== Periodic Results: GeneratorPortResults Record #1
ResultObject,ResultObjectName,ResultParent,ResultParentName,TotalFrameCount,TotalOctetCount,GeneratorFrameCount,GeneratorOctetCount,GeneratorSigFrameCount,GeneratorUndersizeFrameCount,GeneratorOversizeFrameCount,GeneratorJumboFrameCount,TotalFrameRate,TotalOctetRate,GeneratorFrameRate,GeneratorOctetRate,GeneratorSigFrameRate,GeneratorUndersizeFrameRate,GeneratorOversizeFrameRate,GeneratorJumboFrameRate,GeneratorCrcErrorFrameCount,GeneratorL3ChecksumErrorCount,GeneratorL4ChecksumErrorCount,GeneratorCrcErrorFrameRate,GeneratorL3ChecksumErrorRate,GeneratorL4ChecksumErrorRate,TotalIpv4FrameCount,TotalIpv6FrameCount,TotalMplsFrameCount,GeneratorIpv4FrameCount,GeneratorIpv6FrameCount,GeneratorVlanFrameCount,GeneratorMplsFrameCount,TotalIpv4FrameRate,TotalIpv6FrameRate,TotalMplsFrameRate,GeneratorIpv4FrameRate,GeneratorIpv6FrameRate,GeneratorVlanFrameRate,GeneratorMplsFrameRate,TotalBitRate,GeneratorBitRate,L1BitCount,L1BitRate,PfcFrameCount,PfcPri0FrameCount,PfcPri1FrameCount,PfcPri2FrameCount,PfcPri3FrameCount,PfcPri4FrameCount,PfcPri5FrameCount,PfcPri6FrameCount,PfcPri7FrameCount,

generatorportresults1,"",port1,"Port //2/1",610763,78177664,610763,78177664,610763,0,0,0,84460,10810825,84460,10810825,84460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86486600,86486600,723143392,100000134,null,null,null,null,null,null,null,null,null,
generatorportresults2,"",port2,"Port //2/2",648783,83044224,648783,83044224,648783,0,0,0,84459,10810800,84459,10810800,84459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86486400,86486400,768159072,99999897,null,null,null,null,null,null,null,null,null,
generatorportresults3,"",port3,"Port //2/3",611356,78253568,611356,78253568,611356,0,0,0,84459,10810807,84459,10810807,84459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86486456,86486456,723845504,99999961,null,null,null,null,null,null,null,null,null,
generatorportresults4,"",port4,"Port //2/4",648688,83032064,648688,83032064,648688,0,0,0,84460,10810820,84460,10810820,84460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86486560,86486560,768046592,100000085,null,null,null,null,null,null,null,null,null,
generatorportresults5,"",port5,"Port //2/5",642944,82296832,642944,82296832,642944,0,0,0,84459,10810812,84459,10810812,84459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86486496,86486496,761245696,100000007,null,null,null,null,null,null,null,null,null,
generatorportresults6,"",port6,"Port //2/6",594976,76156928,594976,76156928,594976,0,0,0,84460,10810818,84460,10810818,84460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86486544,86486544,704451584,100000071,null,null,null,null,null,null,null,null,null,

================== Periodic Results: GeneratorPortResults Record #11
ResultObject,ResultObjectName,ResultParent,ResultParentName,TotalFrameCount,TotalOctetCount,GeneratorFrameCount,GeneratorOctetCount,GeneratorSigFrameCount,GeneratorUndersizeFrameCount,GeneratorOversizeFrameCount,GeneratorJumboFrameCount,TotalFrameRate,TotalOctetRate,GeneratorFrameRate,GeneratorOctetRate,GeneratorSigFrameRate,GeneratorUndersizeFrameRate,GeneratorOversizeFrameRate,GeneratorJumboFrameRate,GeneratorCrcErrorFrameCount,GeneratorL3ChecksumErrorCount,GeneratorL4ChecksumErrorCount,GeneratorCrcErrorFrameRate,GeneratorL3ChecksumErrorRate,GeneratorL4ChecksumErrorRate,TotalIpv4FrameCount,TotalIpv6FrameCount,TotalMplsFrameCount,GeneratorIpv4FrameCount,GeneratorIpv6FrameCount,GeneratorVlanFrameCount,GeneratorMplsFrameCount,TotalIpv4FrameRate,TotalIpv6FrameRate,TotalMplsFrameRate,GeneratorIpv4FrameRate,GeneratorIpv6FrameRate,GeneratorVlanFrameRate,GeneratorMplsFrameRate,TotalBitRate,GeneratorBitRate,L1BitCount,L1BitRate,PfcFrameCount,PfcPri0FrameCount,PfcPri1FrameCount,PfcPri2FrameCount,PfcPri3FrameCount,PfcPri4FrameCount,PfcPri5FrameCount,PfcPri6FrameCount,PfcPri7FrameCount,

generatorportresults1,"",port1,"Port //2/1",695225,88988800,695225,88988800,695225,0,0,0,84460,10810820,84460,10810820,84460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86486560,86486560,823146400,100000086,null,null,null,null,null,null,null,null,null,
generatorportresults2,"",port2,"Port //2/2",733248,93855744,733248,93855744,733248,0,0,0,84459,10810812,84459,10810812,84459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86486496,86486496,868165632,100000014,null,null,null,null,null,null,null,null,null,
generatorportresults3,"",port3,"Port //2/3",695816,89064448,695816,89064448,695816,0,0,0,84459,10810786,84459,10810786,84459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86486288,86486288,823846144,99999771,null,null,null,null,null,null,null,null,null,
generatorportresults4,"",port4,"Port //2/4",733145,93842560,733145,93842560,733145,0,0,0,84460,10810787,84460,10810787,84460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86486296,86486296,868043680,99999779,null,null,null,null,null,null,null,null,null,
generatorportresults5,"",port5,"Port //2/5",727405,93107840,727405,93107840,727405,0,0,0,84460,10810830,84460,10810830,84460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86486640,86486640,861247520,100000174,null,null,null,null,null,null,null,null,null,
generatorportresults6,"",port6,"Port //2/6",679442,86968576,679442,86968576,679442,0,0,0,84460,10810819,84460,10810819,84460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86486552,86486552,804459328,100000078,null,null,null,null,null,null,null,null,null,

================== Periodic Results: GeneratorPortResults Record #12
ResultObject,ResultObjectName,ResultParent,ResultParentName,TotalFrameCount,TotalOctetCount,GeneratorFrameCount,GeneratorOctetCount,GeneratorSigFrameCount,GeneratorUndersizeFrameCount,GeneratorOversizeFrameCount,GeneratorJumboFrameCount,TotalFrameRate,TotalOctetRate,GeneratorFrameRate,GeneratorOctetRate,GeneratorSigFrameRate,GeneratorUndersizeFrameRate,GeneratorOversizeFrameRate,GeneratorJumboFrameRate,GeneratorCrcErrorFrameCount,GeneratorL3ChecksumErrorCount,GeneratorL4ChecksumErrorCount,GeneratorCrcErrorFrameRate,GeneratorL3ChecksumErrorRate,GeneratorL4ChecksumErrorRate,TotalIpv4FrameCount,TotalIpv6FrameCount,TotalMplsFrameCount,GeneratorIpv4FrameCount,GeneratorIpv6FrameCount,GeneratorVlanFrameCount,GeneratorMplsFrameCount,TotalIpv4FrameRate,TotalIpv6FrameRate,TotalMplsFrameRate,GeneratorIpv4FrameRate,GeneratorIpv6FrameRate,GeneratorVlanFrameRate,GeneratorMplsFrameRate,TotalBitRate,GeneratorBitRate,L1BitCount,L1BitRate,PfcFrameCount,PfcPri0FrameCount,PfcPri1FrameCount,PfcPri2FrameCount,PfcPri3FrameCount,PfcPri4FrameCount,PfcPri5FrameCount,PfcPri6FrameCount,PfcPri7FrameCount,

generatorportresults1,"",port1,"Port //2/1",779684,99799552,779684,99799552,779684,0,0,0,84459,10810801,84459,10810801,84459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86486408,86486408,923145856,99999905,null,null,null,null,null,null,null,null,null,
generatorportresults2,"",port2,"Port //2/2",817702,104665856,817702,104665856,817702,0,0,0,84459,10810801,84459,10810801,84459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86486408,86486408,968159168,99999912,null,null,null,null,null,null,null,null,null,
generatorportresults3,"",port3,"Port //2/3",780273,99874944,780273,99874944,780273,0,0,0,84460,10810826,84460,10810826,84460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86486608,86486608,923843232,100000138,null,null,null,null,null,null,null,null,null,
generatorportresults4,"",port4,"Port //2/4",817607,104653696,817607,104653696,817607,0,0,0,84460,10810792,84460,10810792,84460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86486336,86486336,968046688,99999821,null,null,null,null,null,null,null,null,null,
generatorportresults5,"",port5,"Port //2/5",811863,103918464,811863,103918464,811863,0,0,0,84460,10810819,84460,10810819,84460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86486552,86486552,961245792,100000078,null,null,null,null,null,null,null,null,null,
generatorportresults6,"",port6,"Port //2/6",763895,97778560,763895,97778560,763895,0,0,0,84460,10810839,84460,10810839,84460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86486712,86486712,904451680,100000260,null,null,null,null,null,null,null,null,null,

================== Periodic Results: GeneratorPortResults Record #13
ResultObject,ResultObjectName,ResultParent,ResultParentName,TotalFrameCount,TotalOctetCount,GeneratorFrameCount,GeneratorOctetCount,GeneratorSigFrameCount,GeneratorUndersizeFrameCount,GeneratorOversizeFrameCount,GeneratorJumboFrameCount,TotalFrameRate,TotalOctetRate,GeneratorFrameRate,GeneratorOctetRate,GeneratorSigFrameRate,GeneratorUndersizeFrameRate,GeneratorOversizeFrameRate,GeneratorJumboFrameRate,GeneratorCrcErrorFrameCount,GeneratorL3ChecksumErrorCount,GeneratorL4ChecksumErrorCount,GeneratorCrcErrorFrameRate,GeneratorL3ChecksumErrorRate,GeneratorL4ChecksumErrorRate,TotalIpv4FrameCount,TotalIpv6FrameCount,TotalMplsFrameCount,GeneratorIpv4FrameCount,GeneratorIpv6FrameCount,GeneratorVlanFrameCount,GeneratorMplsFrameCount,TotalIpv4FrameRate,TotalIpv6FrameRate,TotalMplsFrameRate,GeneratorIpv4FrameRate,GeneratorIpv6FrameRate,GeneratorVlanFrameRate,GeneratorMplsFrameRate,TotalBitRate,GeneratorBitRate,L1BitCount,L1BitRate,PfcFrameCount,PfcPri0FrameCount,PfcPri1FrameCount,PfcPri2FrameCount,PfcPri3FrameCount,PfcPri4FrameCount,PfcPri5FrameCount,PfcPri6FrameCount,PfcPri7FrameCount,

generatorportresults1,"",port1,"Port //2/1",864143,110610304,864143,110610304,864143,0,0,0,84459,10810791,84459,10810791,84459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86486328,86486328,1023145312,99999813,null,null,null,null,null,null,null,null,null,
generatorportresults2,"",port2,"Port //2/2",902168,115477504,902168,115477504,902168,0,0,0,84460,10810824,84460,10810824,84460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86486592,86486592,1068166912,100000127,null,null,null,null,null,null,null,null,null,
generatorportresults3,"",port3,"Port //2/3",864735,110686080,864735,110686080,864735,0,0,0,84460,10810843,84460,10810843,84460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86486744,86486744,1023846240,100000300,null,null,null,null,null,null,null,null,null,
generatorportresults4,"",port4,"Port //2/4",902065,115464320,902065,115464320,902065,0,0,0,84460,10810800,84460,10810800,84460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86486400,86486400,1068044960,99999900,null,null,null,null,null,null,null,null,null,
generatorportresults5,"",port5,"Port //2/5",896323,114729344,896323,114729344,896323,0,0,0,84460,10810814,84460,10810814,84460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86486512,86486512,1061246432,100000036,null,null,null,null,null,null,null,null,null,
generatorportresults6,"",port6,"Port //2/6",848356,108589568,848356,108589568,848356,0,0,0,84459,10810780,84459,10810780,84459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86486240,86486240,1004453504,99999716,null,null,null,null,null,null,null,null,null,

================== Periodic Results: GeneratorPortResults Record #14
ResultObject,ResultObjectName,ResultParent,ResultParentName,TotalFrameCount,TotalOctetCount,GeneratorFrameCount,GeneratorOctetCount,GeneratorSigFrameCount,GeneratorUndersizeFrameCount,GeneratorOversizeFrameCount,GeneratorJumboFrameCount,TotalFrameRate,TotalOctetRate,GeneratorFrameRate,GeneratorOctetRate,GeneratorSigFrameRate,GeneratorUndersizeFrameRate,GeneratorOversizeFrameRate,GeneratorJumboFrameRate,GeneratorCrcErrorFrameCount,GeneratorL3ChecksumErrorCount,GeneratorL4ChecksumErrorCount,GeneratorCrcErrorFrameRate,GeneratorL3ChecksumErrorRate,GeneratorL4ChecksumErrorRate,TotalIpv4FrameCount,TotalIpv6FrameCount,TotalMplsFrameCount,GeneratorIpv4FrameCount,GeneratorIpv6FrameCount,GeneratorVlanFrameCount,GeneratorMplsFrameCount,TotalIpv4FrameRate,TotalIpv6FrameRate,TotalMplsFrameRate,GeneratorIpv4FrameRate,GeneratorIpv6FrameRate,GeneratorVlanFrameRate,GeneratorMplsFrameRate,TotalBitRate,GeneratorBitRate,L1BitCount,L1BitRate,PfcFrameCount,PfcPri0FrameCount,PfcPri1FrameCount,PfcPri2FrameCount,PfcPri3FrameCount,PfcPri4FrameCount,PfcPri5FrameCount,PfcPri6FrameCount,PfcPri7FrameCount,

generatorportresults1,"",port1,"Port //2/1",1000000,128000000,1000000,128000000,1000000,0,0,0,73439,9400195,73439,9400195,73439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75201560,75201560,1184000000,86951804,null,null,null,null,null,null,null,null,null,
generatorportresults2,"",port2,"Port //2/2",986621,126287488,986621,126287488,986621,0,0,0,84460,10810838,84460,10810838,84460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86486704,86486704,1168159264,100000256,null,null,null,null,null,null,null,null,null,
generatorportresults3,"",port3,"Port //2/3",949194,121496832,949194,121496832,949194,0,0,0,84460,10810796,84460,10810796,84460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86486368,86486368,1123845696,99999861,null,null,null,null,null,null,null,null,null,
generatorportresults4,"",port4,"Port //2/4",986525,126275200,986525,126275200,986525,0,0,0,84460,10810804,84460,10810804,84460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86486432,86486432,1168045600,99999935,null,null,null,null,null,null,null,null,null,
generatorportresults5,"",port5,"Port //2/5",980782,125540096,980782,125540096,980782,0,0,0,84460,10810816,84460,10810816,84460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86486528,86486528,1161245888,100000054,null,null,null,null,null,null,null,null,null,
generatorportresults6,"",port6,"Port //2/6",932814,119400192,932814,119400192,932814,0,0,0,84459,10810805,84459,10810805,84459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86486440,86486440,1104451776,99999941,null,null,null,null,null,null,null,null,null,
